Ticker_gse,Stock Name_gse,Value_gse,Date Value_gse,yearQuar_gse,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE,DOW JONES UTILITY AVERAGE,S&P 500,GROCERY AND PHARMACY PERCENT CHANGE FROM BASELINE,PARKS PERCENT CHANGE FROM BASELINE,RESIDENTIAL PERCENT CHANGE FROM BASELINE,RETAIL AND RECREATION PERECENT CHANGE FROM BASELINE,TRANSIT STATIONS PERCENT CHANGE FROM BASELINE,WORKPLACES PERCENT CHANGE FROM BASELINE,Value_jodi,month,year,COAL PRODUCTION TOTAL U.S._shortene,U.S. CRUDE OIL PRODUCTION_shortene,U.S. TOTAL ENERGY CONSUMPTION_shortene,LONG-TERM INTEREST RATES_interates,SHORT-TERM INTEREST RATES_interates,SINGAPORE JET KERO VS SINGAPORE GASOIL SWAP_enerfutup,BRENT CRUDE OIL (DOLLARS PER BARREL),WTI CRUDE OIL (DOLLARS PER BARREL),Polarity
PSX,PHILLIPS 66,101.72,1/9/2018,2018Q1,8490.23,25385.8,11018.46,700.98,2751.29,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.3,69.08,62.92,-0.148674244
COP,CONOCOPHILLIPS,57.93,1/9/2018,2018Q1,8490.23,25385.8,11018.46,700.98,2751.29,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.3,69.08,62.92,-0.148674244
MRO,MARATHON OIL CORPORATION,18.05,1/9/2018,2018Q1,8490.23,25385.8,11018.46,700.98,2751.29,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.3,69.08,62.92,-0.148674244
BP,BP P.L.C.,42.87,1/9/2018,2018Q1,8490.23,25385.8,11018.46,700.98,2751.29,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.3,69.08,62.92,-0.148674244
PXD,PIONEER NATURAL RESOURCES COMPANY,177.95,1/9/2018,2018Q1,8490.23,25385.8,11018.46,700.98,2751.29,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.3,69.08,62.92,-0.148674244
VLO,VALERO ENERGY CORPORATION,94.22,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
XOM,EXXON MOBIL CORPORATION,87.14,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
MPC,MARATHON PETROLEUM CORPORATION,69.39,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
OXY,OCCIDENTAL PETROLEUM CORPORATION,75.19,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
CVX,CHEVRON CORPORATION,128.53,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
PSX,PHILLIPS 66,102.06,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
COP,CONOCOPHILLIPS,57.46,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
MRO,MARATHON OIL CORPORATION,17.97,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
BP,BP P.L.C.,43.08,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
PXD,PIONEER NATURAL RESOURCES COMPANY,178.53,1/8/2018,2018Q1,8477.39,25283,10997.63,707.87,2747.71,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.09,68.48,61.73,-0.129872497
VLO,VALERO ENERGY CORPORATION,94.03,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
XOM,EXXON MOBIL CORPORATION,86.75,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
MPC,MARATHON PETROLEUM CORPORATION,69.34,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
OXY,OCCIDENTAL PETROLEUM CORPORATION,74.55,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
CVX,CHEVRON CORPORATION,127.9,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
PSX,PHILLIPS 66,102.16,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
COP,CONOCOPHILLIPS,56.88,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
MRO,MARATHON OIL CORPORATION,17.89,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
BP,BP P.L.C.,43.1,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
PXD,PIONEER NATURAL RESOURCES COMPANY,176.51,1/5/2018,2018Q1,8449.13,25295.87,10911.74,700.74,2743.15,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,-0.06,68.01,61.49,-0.162280704
VLO,VALERO ENERGY CORPORATION,93.59,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
XOM,EXXON MOBIL CORPORATION,86.82,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
MPC,MARATHON PETROLEUM CORPORATION,68.68,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
OXY,OCCIDENTAL PETROLEUM CORPORATION,74.96,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
CVX,CHEVRON CORPORATION,128.11,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
PSX,PHILLIPS 66,102.15,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
COP,CONOCOPHILLIPS,56.99,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
MRO,MARATHON OIL CORPORATION,18.12,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
BP,BP P.L.C.,43.04,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
PXD,PIONEER NATURAL RESOURCES COMPANY,177.27,1/4/2018,2018Q1,8393.62,25075.13,10854.55,700.52,2723.99,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,,68.73,61.98,-0.196103899
VLO,VALERO ENERGY CORPORATION,93.29,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
XOM,EXXON MOBIL CORPORATION,86.7,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
MPC,MARATHON PETROLEUM CORPORATION,68.61,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
OXY,OCCIDENTAL PETROLEUM CORPORATION,75,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
CVX,CHEVRON CORPORATION,128.51,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
PSX,PHILLIPS 66,102.43,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
COP,CONOCOPHILLIPS,56.34,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
MRO,MARATHON OIL CORPORATION,17.67,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
BP,BP P.L.C.,42.87,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
PXD,PIONEER NATURAL RESOURCES COMPANY,176.34,1/3/2018,2018Q1,8366.87,24922.68,10820.74,706.52,2713.06,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.1,67.85,61.61,-0.183542541
VLO,VALERO ENERGY CORPORATION,92.8,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
XOM,EXXON MOBIL CORPORATION,85.03,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
MPC,MARATHON PETROLEUM CORPORATION,67.18,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
OXY,OCCIDENTAL PETROLEUM CORPORATION,73.98,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
CVX,CHEVRON CORPORATION,127.58,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
PSX,PHILLIPS 66,101.75,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
COP,CONOCOPHILLIPS,55.32,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
MRO,MARATHON OIL CORPORATION,17.38,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
BP,BP P.L.C.,42.38,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
PXD,PIONEER NATURAL RESOURCES COMPANY,172.92,1/2/2018,2018Q1,8360.91,24824.01,10809.96,715.72,2695.81,,,,,,,20545.13,1,2018,61.94,9.99,9.67,2.58,1.63,0.12,66.65,60.37,-0.149650352
VLO,VALERO ENERGY CORPORATION,91.91,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
XOM,EXXON MOBIL CORPORATION,83.64,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
MPC,MARATHON PETROLEUM CORPORATION,65.98,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
OXY,OCCIDENTAL PETROLEUM CORPORATION,73.66,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
CVX,CHEVRON CORPORATION,125.19,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
PSX,PHILLIPS 66,101.15,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
COP,CONOCOPHILLIPS,54.89,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
MRO,MARATHON OIL CORPORATION,16.93,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
BP,BP P.L.C.,42.03,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
PXD,PIONEER NATURAL RESOURCES COMPANY,172.85,12/29/2017,2017Q4,8310.35,24719.22,10612.29,723.37,2673.61,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.14,66.73,60.46,-0.131850963
VLO,VALERO ENERGY CORPORATION,92.3,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
XOM,EXXON MOBIL CORPORATION,84.02,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
MPC,MARATHON PETROLEUM CORPORATION,66.4,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
OXY,OCCIDENTAL PETROLEUM CORPORATION,73.7,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
CVX,CHEVRON CORPORATION,125.58,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
PSX,PHILLIPS 66,101.96,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
COP,CONOCOPHILLIPS,55.18,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
MRO,MARATHON OIL CORPORATION,17.07,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
BP,BP P.L.C.,41.87,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
PXD,PIONEER NATURAL RESOURCES COMPANY,172.58,12/28/2017,2017Q4,8344.51,24837.51,10660.11,723.89,2687.54,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.2,66.8,59.84,-0.157598981
VLO,VALERO ENERGY CORPORATION,92.14,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
XOM,EXXON MOBIL CORPORATION,83.9,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
MPC,MARATHON PETROLEUM CORPORATION,66.42,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
OXY,OCCIDENTAL PETROLEUM CORPORATION,73.32,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
CVX,CHEVRON CORPORATION,125.55,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
PSX,PHILLIPS 66,102.06,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
COP,CONOCOPHILLIPS,55.59,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
MRO,MARATHON OIL CORPORATION,17.01,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
BP,BP P.L.C.,41.72,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
PXD,PIONEER NATURAL RESOURCES COMPANY,172.44,12/27/2017,2017Q4,8334.56,24774.3,10697.21,720.41,2682.62,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.12,66.03,59.67,-0.129492457
VLO,VALERO ENERGY CORPORATION,91.86,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
XOM,EXXON MOBIL CORPORATION,83.98,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
MPC,MARATHON PETROLEUM CORPORATION,66.84,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
OXY,OCCIDENTAL PETROLEUM CORPORATION,73.54,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
CVX,CHEVRON CORPORATION,125.98,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
PSX,PHILLIPS 66,101.64,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
COP,CONOCOPHILLIPS,56.23,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
MRO,MARATHON OIL CORPORATION,17.26,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
BP,BP P.L.C.,41.69,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
PXD,PIONEER NATURAL RESOURCES COMPANY,173.99,12/26/2017,2017Q4,8318.08,24746.21,10672.66,717.03,2680.5,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.22,,,-0.122390573
VLO,VALERO ENERGY CORPORATION,91.13,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
XOM,EXXON MOBIL CORPORATION,83.97,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
MPC,MARATHON PETROLEUM CORPORATION,66.36,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
OXY,OCCIDENTAL PETROLEUM CORPORATION,72.99,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
CVX,CHEVRON CORPORATION,124.98,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
PSX,PHILLIPS 66,100.89,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
COP,CONOCOPHILLIPS,55.5,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
MRO,MARATHON OIL CORPORATION,16.9,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
BP,BP P.L.C.,41.29,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
PXD,PIONEER NATURAL RESOURCES COMPANY,171.12,12/22/2017,2017Q4,8326.86,24754.06,10674.97,721.05,2683.34,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,0.16,64.61,58.25,-0.124404764
VLO,VALERO ENERGY CORPORATION,90.72,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
XOM,EXXON MOBIL CORPORATION,83.85,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
MPC,MARATHON PETROLEUM CORPORATION,66.33,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
OXY,OCCIDENTAL PETROLEUM CORPORATION,72.58,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
CVX,CHEVRON CORPORATION,124.82,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
PSX,PHILLIPS 66,100.08,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
COP,CONOCOPHILLIPS,55.95,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
MRO,MARATHON OIL CORPORATION,17.05,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
BP,BP P.L.C.,41.68,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
PXD,PIONEER NATURAL RESOURCES COMPANY,168.82,12/21/2017,2017Q4,8319.37,24782.29,10629.71,719.23,2684.57,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.64,58.34,-0.148842107
VLO,VALERO ENERGY CORPORATION,90.16,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
XOM,EXXON MOBIL CORPORATION,82.87,12/20/2017,2017Q4,8324.8,24726.65,10628.74,728.98,2679.25,,,,,,,20323.45,12,2017,63.19,10.04,9.2,2.4,1.54,,64.43,58.09,-0.142763876
